CIFNAME,smiles_nodes,smiles_linkers,topology
KEFBOO_clean,[Zn][Zn],[O-]C(=O)c1cc(C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],nbo,fog
KEFFEI01_clean,[Dy],[O-]C=O,ecu
KEFFEI_clean,[Dy],[O-]C=O,ecu
KEFWAV_clean,[Co],[O-]C(=O)c1ccc(o1)C(=O)[O-],sql
KEFWEZ_charged,[Co],[O-]C(=O)c1ccc(o1)C(=O)[O-],ERROR
KEFWID_clean,[Co];[Gd],[O-]C(=O)c1ccc(o1)C(=O)[O-],UNKNOWN
KEGYAX_clean,[Ag]1[Ag][Ag][Ag]1;[Ag][Ag],[O-]C(=O)C1C(C(=O)O)C(C(=O)[O-])C(C(C1C(=O)O)C(=O)[O-])C(=O)O,tfa,UNKNOWN
KEGZOL01_clean,[Cu];[Zn],[C]#N,dia
KEGZOL02_clean,[Cu];[Zn],[C]#N,dia
KEGZOL03_clean,[Cu];[Zn],[C]#N,dia
KEGZOL04_clean,[Cu];[Zn],[C]#N,dia
KEGZOL_clean,[Cu];[Zn],[C]#N,dia
KEHDOS_clean,[Ag],n1ncn(c1)C12CC3CC(C1)CC(C2)(C3)n1cnnc1,dmd
KEHFUA_clean,[Cu],n1ncn(c1)C12CN3CC(C2)(CC(C1)(C3)n1cnnc1)n1cnnc1,UNKNOWN
KEHGEL_clean,[Ag],n1ncn(c1)C12CC3(CC(C2)(CC(C1)(C3)n1cnnc1)n1cnnc1)n1cnnc1,sra
KEHGIP_clean,[Cu],n1ncn(c1)C12CC3(CC(C2)(CC(C1)(C3)n1cnnc1)n1cnnc1)n1cnnc1,sra
KEHGOV_manual,Cl[Cd]Cl,n1ncn(c1)C12CC3(CC(C2)(CC(C1)(C3)n1cnnc1)n1cnnc1)n1cnnc1,rtl
KEJBIL_clean,[O];[V],[O]P(=O)([O])[O],UNKNOWN
KEJBOQ_clean_h,[Cd],[O-]C(=O)c1ccncc1,dia
KEJHIQ_clean_h,[Cd],[O-]C(=O)c1ccncc1,dia
KEJQAR01_clean,[Al],[O]P(=O)([O])[O],nju
KEJQAR_clean,[Al],[O]P(=O)([O])[O],nju
KEJXUU_clean,*,,NA
KENJEU_clean,[Zn],[O-]C(=O)C1CCC(CC1)C(=O)[O-];c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,UNKNOWN
KEPPIF_clean,[Zn],O=C1O[Zn]2OC(=O)C1([O])C(=O)O2;[O][C](C(=O)[O-])C(=O)[O-],ERROR
KEQDER_clean,[Zn][Zn],[O-]C(=O)c1cc(C#Cc2ccc(cc2)C(=C(c2ccc(cc2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])c2ccc(cc2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])c2ccc(cc2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],scu,lwg
KESBIU_charged,[Ag];[Co],n1ccc(cc1)C(=C1C=CC=N1)C1=NC=C[CH]1;n1ccc(cc1)[C](C1=CC=C[N]1)C1=CC=C[N]1;n1ccc(cc1)[C](C1=C[CH]C=N1)C1=CC=C[N]1;n1ccc(cc1)[C](C1=C[CH]C=N1)C1=NC=C[CH]1;n1ccc(cc1)[C](C1=NC=C[CH]1)C1=CC=C[N]1;n1ccc(cc1)[C](C1=N[CH]C=C1)C1=CC=C[N]1,utp
KESBOA_clean,[Ag];[Co];[Fe],n1ccc(cc1)[C](C1=CC=C[N]1)C1=CC=C[N]1;n1ccc(cc1)[C](C1=C[CH]C=N1)C1=CC=C[N]1;n1ccc(cc1)[C](C1=C[CH]C=N1)C1=NC=C[CH]1;n1ccc(cc1)[C](C1=NC=C[CH]1)C1=CC=C[N]1;n1ccc(cc1)[C](C1=NC=C[CH]1)C1=NC=C[CH]1;n1ccc(cc1)[C](C1=N[CH]C=C1)C1=C[CH]C=N1,utp
KESBUG_clean,[Ag];[Co];[Fe],n1ccc(cc1)[C](C1=CC=C[N]1)C1=CC=C[N]1;n1ccc(cc1)[C](C1=C[CH]C=N1)C1=CC=C[N]1;n1ccc(cc1)[C](C1=C[CH]C=N1)C1=NC=C[CH]1;n1ccc(cc1)[C](C1=NC=C[CH]1)C1=CC=C[N]1,utp
KESGAS_clean,[Mn],[O-]C(=O)CNS(=O)(=O)c1ccc(cc1)C(=O)[O-];n1ccc(cc1)c1ccncc1,ERROR
KESHAT_clean,[Pr],Cc1nc(c([nH]1)C(=O)[O-])C(=O)[O-];[O-]C(=O)C(=O)[O-],ERROR
KETHEY01_clean,[Cd],[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-],rtl,kgd
KETHEY02_clean,[Cd],[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-],rtl,kgd
KETHEY_clean,[Cd],[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-],rtl,kgd
KETSEI_clean,[Dy],[O-]C(=O)CCCC(=O)[O-],ERROR
KEVPEH_clean,[Ca],[O]CC1OC(OC2OC(C[O])C(C(C2[O])[O])[O])C(C(C1[O])[O])[O],dia,tfa
KEVVIS_clean,[Co]O[Co]O[Co],C(Cc1ccncc1)Cc1ccncc1;[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],ERROR
KEVWUF_clean,[La],[O-]C(=O)c1cccc(n1)C(=O)[O-],UNKNOWN
KEWNUX_clean,[Cu];[Cu]O[W]123O[W]45O[W]67O[W]89O[W]%10(O5)O[W]5(O2)O[W]2%11(O[Cu])O[W](O%10)(O9)O[W]9%10O[W](O6)(O8)O[W]6(O[W](O4)(O[W]4(O1)O[W]1(O[Cu])(O6)O[W](O2)(O[W]2(O[W](O3)(O4)O[W](O5)(O%11)O2)O1)O%10)O7)O9,c1ccc2c(c1)nccn2,ERROR
KEWZET_clean,[Mn],[O-]C(=O)c1cc(C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],pts,dmd
KEXFAU_clean,[Cd];[Ni],NCCCCCCCCCN;[C]#N,ERROR
KEXFIC10_clean,[Cd];[Ni],[C]#N,pti
KEXFIC_clean,[Cd];[Ni],[C]#N,pti
KEXKAB_clean,[Zn],[O-]C(=O)CC(=O)[O-];n1ccc(cc1)c1ccncc1,UNKNOWN
KEXKEF_clean,[Zn],C(Cc1ccncc1)Cc1ccncc1;[O-]C(=O)CC(=O)[O-],UNKNOWN
KEXPOU_clean,[Zn],[O-]C(=O)CC(=O)[O-];n1ccc(cc1)CCc1ccncc1,UNKNOWN
KEYFUR_clean,[Cu],[O-]C(=O)CN=Cc1ccccc1[O],UNKNOWN
KEYMUY_clean,[Cd];[Na],Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-],dmd
KEYROX_clean,[Zn],CC1=N[CH]N[N]1,sod
KIBXUP_charged,[Ag],S(Cc1ccncc1)Cc1cc(CSCc2ccncc2)c(cc1CSCc1ccncc1)CSCc1ccncc1,ERROR
KIBYAW_charged,[Ag],S(Cc1ccncc1)Cc1cc(CSCc2ccncc2)c(cc1CSCc1ccncc1)CSCc1ccncc1,ERROR
KICXAX_clean,[Co];[O];[W],C(CN1[N]C=N[CH]1)CCN1[N]C=N[CH]1;C(CN1[N]C=N[CH]1)CCn1ncnc1;[O][As]([O])[O].[O],UNKNOWN
KICXEB_clean,[Co];[O];[W],C(CN1[CH][N]C=N1)CCN1[CH]N=C[N]1;C(CN1[N]C=N[CH]1)CCN1[N]C=N[CH]1;C(CN1[N]C=N[CH]1)CCn1ncnc1;[O]P(=O)([O])[O],UNKNOWN
KIDDIM_clean,[Cd][OH2][Cd],C1N2CN3CN1CN(C2)C3;[O-]C(=O)c1ccc(s1)C(=O)[O-],UNKNOWN
KIDDOS_clean,[Zn][OH2][Zn],C1N2CN3CN1CN(C2)C3;[O-]C(=O)c1ccc(s1)C(=O)[O-],UNKNOWN
KIDVIE_clean,[La],[O-]C(=O)C(=O)[O-],ERROR
KIDXUR_clean,[Na];[Zn],[N]1=CN=NC=1;[O-]C(=O)c1cc(cc(c1)S([O])([O])[O])C(=O)[O-],UNKNOWN
KIFJIT_charged,[Ag];[Fe],N#C[C](C(=O)C)C(=O)C;[CH2][O],tfi
KIFKAM_clean,[Mg],[O-]C(=O)c1ccc(cc1)C(=O)[O-],UNKNOWN
KIFKEQ_clean,[Mg],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],pcu
KIFWUT_clean,[Co],[N]([CH]c1ccncc1)[N][CH]c1ccncc1;[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-];[O]S(=O)(=O)[O],ERROR
KIFXOO_clean,[Ni],[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O;[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-];n1ccc(cc1)c1ccncc1,ERROR
KIGCEK_clean,[Zn],CC(C(C(=O)[O-])NCc1ccncc1)O,UNKNOWN
KIHTOL01_clean,[Nd],[O-]C(=O)COc1ccc(cc1)OCC(=O)[O-],UNKNOWN
KIHTOL_clean,[Nd],[O-]C(=O)COc1ccc(cc1)OCC(=O)[O-],UNKNOWN
KIJPUQ_clean,[Cd],O=C(c1cccnc1)c1cccc(n1)C(=O)c1cccnc1,srs,UNKNOWN
KIJRUS_clean,[Cu][Cu],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],lvt,lil
KIKDAL_clean,[Cd],Cc1[nH][n-]c(c1c1c(C)[n-][nH]c1C)C,nbo
KIKDIT_clean,[Cd],Cc1[nH][n-]c(c1c1c(C)[n-][nH]c1C)C,pts
KILJEV_clean,[Cu];[Cu][Cu],[O]P(=O)(c1ccncc1)[O],UNKNOWN,hbt
KINDIW_clean,[Er],[O-]C(=O)c1ccc(cc1)C(=O)[O-],pcu
KINDOC_clean,[Tm],[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-],pcu
KINFAQ_clean,[Tm][Tm],[O-]C(=O)c1ccc(cc1)C(=O)[O-],ERROR
KINFEU_clean,[Tm][Tm],[O-]C(=O)c1ccc(cc1)C(=O)[O-],ERROR
KINNIG_clean,[Cu],N#C[C](c1c(F)c(F)c(c(c1F)F)[C](C#N)C#N)C#N,pts,tfi
KINNUS_charged,[Cu],N#C[C](c1c(F)c(F)c(c(c1F)F)[C](C#N)C#N)C#N,pts,dmg
KINPUU_clean,,,NA
KINQAB_clean,,,NA
KINRIK_clean,[Cu][O]([Gd]([O]([Cu])[Cu])[O]([Cu])[Cu])[Cu];[Gd],[O-]C=O,pcu-h
KIPJIE_clean,[Ce],[O-]C(=O)c1cc(ccc1C(=O)[O-])C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(=O)O)C(=O)[O-],UNKNOWN
KIPJOK_clean,[Nd],[O-]C(=O)c1cc(ccc1C(=O)[O-])C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(=O)O)C(=O)[O-],UNKNOWN
KIPJUQ_clean,[Er],[O-]C(=O)c1cc(ccc1C(=O)[O-])C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
KIPKAX_clean,[Yb],[O-]C(=O)c1cc(ccc1C(=O)[O-])C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
KIPKEB_clean,[Y],[O-]C(=O)c1cc(ccc1C(=O)[O-])C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
KIPZEQ_clean,[Co][OH]([Co][OH]([Co])[Co])[Co],[O-]C(=O)C=Cc1cccnc1,sql
KIQKOK_clean,[Cu];[Mo];[O],n1ccc(cc1)Nc1ccncc1,UNKNOWN
KIRFIA_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KIRTOW_clean,[Al],[O]P(=O)[O],UNKNOWN
KIRTUC_clean,[Be],[O]P(=O)[O],UNKNOWN
KISPOS_ion_b,[OH2][Co][O]([Co]([O]([Co][K])[Co][OH2])[O]([Co][K])[Co][OH2])[Co];[OH2][Co][O]([Co]([O]([Co][K])[Co][OH2])[O]([Co][K])[Co][OH2])[Co][K];[OH2][Co][O]([Co]([O]([Co][K])[Co][OH2])[O]([Co][OH2])[Co])[Co];[OH2][Co][O]([Co]([O]([Co][OH2])[Co])[O]([Co][OH2])[Co])[Co],[O-]C(=O)c1cccc(c1)C(=O)[O-],UNKNOWN
KISVEO_clean,[U],[O]S(=O)(=O)[O],UNKNOWN
KITCAT_clean,,,NA
KITVEQ_clean,[Zn],[O-]C(=O)[C]1[CH][C](OC[C]2C=Cc3c4[C]2C=CC25c4c(cc3)[CH]C5[CH]2)[CH]C(=C1)C(=O)[O-];n1ccc(cc1)c1ccc(cc1)c1ccncc1,ERROR
KIVDUQ_clean,[K];[La];[La][La],[O-]C(=O)c1ccc(o1)C(=O)[O-],UNKNOWN
KIVFAY_clean,[Ce];[Ce][Ce];[K],[O-]C(=O)c1ccc(o1)C(=O)[O-],UNKNOWN
KIVFEC_clean,[K];[Pr];[Pr][Pr],[O-]C(=O)c1ccc(o1)C(=O)[O-],UNKNOWN
KIVVOC_clean,[Cd],[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-],ERROR
KIXKOS_ion_b,[K][Co][O]([Co]([O]([Co])[Co])[O]([Co])[Co])[Co];[K][Co][O]([Co]([O]([Co][K])[Co])[O]([Co])[Co])[Co],[O-]C(=O)c1cccc(c1)C(=O)[O-],UNKNOWN
KIXXOG01_clean,[Ca],[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],UNKNOWN
KIXXOG_clean,[Ca],[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],UNKNOWN
KIYBIF_clean,[Co][O]([Co][O]([Co])[Co])[Co],[O-]C(=O)COc1cccc(c1)C=CC(=O)[O-];n1ccc(cc1)c1ccncc1,ERROR
KIYJAF_clean,[Co],[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-];c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,UNKNOWN
KIYMAI01_clean,[Sr],[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],UNKNOWN
KIYMAI_clean,[Sr],[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],UNKNOWN
KIYMEM01_clean,[Ba],[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],UNKNOWN
KIYMEM_clean,[Ba],[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],UNKNOWN
KIYMIP_clean,[Ni],[O-]C(=O)c1cc(ccc1C(=O)[O-])C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(=O)[O-])C(=O)[O-];n1ccc(cc1)c1ccncc1,UNKNOWN
KIYMIQ_clean,[Na],[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],UNKNOWN
KIYQEQ_clean,[Zn],[O-]C(=O)c1ccc(cn1)C(=O)[O-],UNKNOWN
KIYQIU_clean,[Zn],[O-]C(=O)c1ccc(cn1)C(=O)[O-],UNKNOWN
KIYQOA_clean,[Zn],[O-]C(=O)c1ccc(cn1)C(=O)[O-],UNKNOWN
KIYTOD_clean,*,,NA
KIYXUN_clean,[Cu];[Cu][O]1([Cu][Cu]1)[Mn][O]1([Cu])[Cu][Cu]1,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C1=C2C=CC(=C(c3cc(cc(c3)C(=O)[O-])C(=O)[O-])C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[N]4)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C=C3)[N]2,ERROR
KOBFIR_clean,[Cd],N#C[C](c1ccc(cc1)[C](C#N)C#N)C#N,ahq,ahr
KOBPIB_clean,[Ce],[O-]C(=O)CCn1c(=O)n(CCC(=O)[O-])c(=O)n(c1=O)CCC(=O)[O-],UNKNOWN
KOBPUN_clean,[Gd],[O-]C(=O)CCn1c(=O)n(CCC(=O)[O-])c(=O)n(c1=O)CCC(=O)[O-],UNKNOWN
KOBRAV01_clean,[Cd],C=C(C(=C)C(=O)[O-])C(=O)[O-];n1ccc(cc1)c1ccncc1,UNKNOWN
KOBRAV_clean,[Cd],C=C(C(=C)C(=O)[O-])C(=O)[O-];n1ccc(cc1)c1ccncc1,UNKNOWN
KOCWEF_clean,O[Mn];[Mn],[O-]C(=O)c1ccc(cc1)C1=NN=N[N]1;[O-]C(=O)c1ccc(cc1)C1=N[N]N=N1,UNKNOWN
KODSUT_clean,[Ag][Ag],c1ccc(cn1)C[NH2]Cc1cccnc1,dia
KOFPEB01_clean,[Cu];[La],[O-]C(=O)CNCC(=O)[O-],UNKNOWN
KOFPEB02_clean,[Cu];[La],[O-]C(=O)CNCC(=O)[O-],UNKNOWN
KOFPEB03_clean,[Cu];[La],[O-]C(=O)CNCC(=O)[O-],UNKNOWN
KOFPEB04_clean,[Cu];[La],[O-]C(=O)CNCC(=O)[O-],UNKNOWN
KOFPEB_clean,[Cu];[La],[O-]C(=O)CNCC(=O)[O-],UNKNOWN
KOFVOS_clean,[Ni],[O-]C(=O)c1cc(cc(n1)C(=O)[O-])c1cc(nc(c1)C(=O)[O-])C(=O)[O-],ERROR
KOGJOG_clean,[Gd],[O-]C(=O)C(=O)[O-];[O]P(=O)(C[NH]1CCOP(=O)(C1)[O])O,ERROR
KOGYIP_clean,Cl[Cu];[Cu],n1ccc(cc1)c1ccncc1,ERROR
KOHDIW_clean,[Co],[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],sra
KOHKIC_clean,[Na];[Zn][OH]([Zn])[Zn];[Zn][OH]1[Zn][OH]([Zn]21[OH]([Zn])[Zn][OH]2[Zn])[Zn],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-];[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],dny
KOHKOI_clean,[K];[Zn][OH]([Zn])[Zn];[Zn][OH]1[Zn][OH]([Zn]21[OH]([Zn])[Zn][OH]2[Zn])[Zn],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-];[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],dny
KOHLIE_clean,[Co],[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],UNKNOWN
KOJTOU_clean,[Ni][OH]1[Ni][OH]([Ni]1)[Ni],[O-]C(=O)c1cc(C(=O)[O-])c(nc1C)C;[O-]C(=O)c1ccncc1,ERROR
KOJZEP_manual,[Cu][Cu],N#Cc1cc(ccc1c1ccc(cc1C#N)C(=O)[O-])C(=O)[O-],nbo
KOJZIT_clean,[Cu][Cu],CC1=C([C]=CC(=C1)C(=O)[O-])C1=C(C)C=C(C=[C]1)C(=O)[O-];CC1=CC(=C[C]=C1C1=[C]C=C(C=C1C)C(=O)[O-])C(=O)[O-],nbo
KOJZUF_clean,[Cu][Cu],[O-]C(=O)c1c(C)cc(cc1C)c1cc(C)c(c(c1)C)C(=O)[O-];[O-]C(=O)c1ccc(cc1C)c1ccc(c(c1)C)C(=O)[O-],cds
KOKDEU_clean,[Cu];[Cu][Cu][Cu][Cu],[C]#N;n1ccc(cc1)C1=NN=C([CH]1)c1ccncc1;n1ccc(cc1)C1=N[N]C(=C1)c1ccncc1;n1ccc(cc1)[C]1N=NC(=C1)c1ccncc1,UNKNOWN
KOKKOL_clean,[Fe][O]([Fe])[Fe],[O-]C(=O)c1c([N])c([N])c(c(c1[N])[N])C(=O)[O-],acs
KOKSIO_clean,*,,NA
KOLTUC_clean,[Cd];[Tm],[O-]C(=O)COCC(=O)[O-],UNKNOWN
KOLWEO_clean,[Ni],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-];n1ccc(cc1)c1ccncc1,tfz
KOLYUH_clean,[Cu],N1=C[N]N([CH]1)c1c2ccccc2c(c2c1cccc2)n1ncnc1;c1ccc2c(c1)c(n1ncnc1)c1c(c2n2ncnc2)cccc1,dia
KOMCOG_clean,Cl[Zn],c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,utp
KOMDAT_clean,Cl[Zn],c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1;n1ccn(c1)c1ccc(cc1)N(c1ccc(cc1)C1=NC=N[CH]1)c1ccc(cc1)n1ccnc1,hcb
KOMFUO_clean,[Cu],n1ncn(c1)n1cnnc1,bcu
KOMGEZ_clean,[Cd],n1ncn(c1)n1cnnc1,pcu
KOMGID_clean,[Cd],n1ncn(c1)n1cnnc1,UNKNOWN
KOMGUP_clean,[Zn],NC1=NN=C[N]1;[O-]C(=O)[O-],UNKNOWN
KOMHAW_clean,[Zn],NC1=NN=C[N]1;[O-]C(=O)C(=O)[O-];[O-]C(=O)[O-],ERROR
KOMJED_clean,[Cd];[Dy],[O-]C(=O)COCC(=O)[O-],UNKNOWN
KOMJIH_clean,[Cd];[Ho],[O-]C(=O)COCC(=O)[O-],UNKNOWN
KOMJON_clean,[Cd];[Er],[O-]C(=O)COCC(=O)[O-],UNKNOWN
KOMVIT_clean,[K][OH2][K],[O]c1ccc(cc1CNCCCCNCc1cc(ccc1[O])S([O])([O])[O])S([O])([O])[O],pts,dmd
KONCIA_clean,[Pr],[O-]C(=O)C(=O)[O-];[O-]C(=O)CCC(=O)[O-],ERROR
KONFEA_clean,[La],[O-]C(=O)c1nsnc1C(=O)[O-],UNKNOWN
KONFIE_clean,[Ce],[O-]C(=O)c1nsnc1C(=O)[O-],UNKNOWN
KONSAJ_clean,,,NA
KONYOB_clean,[Cd];[Ni],NCCCCCCCC[CH]N;[C]#N,fsc
KOPXOE_clean,[Cu],C(Cc1ccncc1)Cc1ccncc1;[O-]C(=O)[O-],ERROR
KOQLUZ_clean,[Cu];[O];[W],[O][Si]([O])([O])[O];c1ncn(c1)c1ccc(cc1)n1cncc1,ERROR
KORMOV_clean,[Co][OH]1[Co][OH]([Co]1)[Co],[O-]C(=O)c1ccc(cc1)COc1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
KORNAI_clean,[Co],C1=N[N]C=N1;OC(=O)c1ccc(cc1)COc1cc(cc(c1)C(=O)[O-])C(=O)[O-];[N]1=CN=NC=1;[N]1C=NN=C1;[O-]C(=O)c1ccc(cc1)COc1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
KOSJAF_clean,[Co],[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O],UNKNOWN
KOSJEJ_clean,[Co],[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O],UNKNOWN
KOSJIN_clean,[Co],[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O],UNKNOWN
KOSJOT_clean,[Co],[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O],UNKNOWN
KOSJUZ_clean,[Co],[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O],UNKNOWN
KOSKAG_clean,[Co],[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O],UNKNOWN
KOSKEK_clean,[Co],[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O],UNKNOWN
KOSKIO01_clean,[Co],[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O],UNKNOWN
KOSKIO_clean,[Co],[O-]C(=O)[C]1C=C(C(=O)[O-])C(=O)[CH]C1=O,UNKNOWN
KOSKUA_clean,[Co],[O-]C(=O)C1=CC(=O)C(=CC1=O)C(=O)[O-],UNKNOWN
KOSLAH_clean,[Co],[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],UNKNOWN
KOSLEL_clean,[Ni],[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O],UNKNOWN
KOSLIP_clean,[Ni],[O-]C(=O)[C]1[CH][C](C(=O)[O-])C(=O)[CH]C1=O,UNKNOWN
KOSLOV_clean,[Ni],[O-]C(=O)[C]1[CH][C](C(=O)[O-])C(=O)[CH]C1=O,UNKNOWN
KOSLUB_clean,[Ni],[O-]C(=O)[C]1C=C(C(=O)[O-])C(=O)[CH]C1=O,UNKNOWN
KOSMAI_clean,[Co],[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O],UNKNOWN
KOTSIX_clean,[Zn],N1[CH]C=C(C=C1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1;[O-]C(=O)c1cc(C(=O)O)c(cc1C(=O)[O-])C(=O)[O-];[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],UNKNOWN
KOVJAI01_clean,[U],[O-]C(=O)c1ccc(cc1)C(=O)[O-],cap
KOVJAI_clean,[U],[O-]C(=O)c1ccc(cc1)C(=O)[O-],pcu
KOXFUA_clean,Cl[Cd]Cl,COc1c(c2c(OC)c(cc(c2OC)c2ccncc2)c2ccncc2)c(OC)c(cc1c1ccncc1)c1ccncc1,pts,tfk
KOXGAH_clean,[Cu][Cu](I)I,COc1c(c2c(OC)c(cc(c2OC)c2ccncc2)c2ccncc2)c(OC)c(cc1c1ccncc1)c1ccncc1,pts,tfk
KOXGIP_clean,[Ag],COc1c(c2c(OC)c(cc(c2OC)c2ccncc2)c2ccncc2)c(OC)c(cc1c1ccncc1)c1ccncc1,dia,tfa
KOYRAT_charged,[Ru];[Zn],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],hex
KOZNIY_clean,[Zn],[O-]C(=O)c1ccc(cc1)C(=O)[O-];[O-]C=O,ERROR
KOZQEX_clean,[Cu][Cu],[O-]C(=O)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-],gee
KOZSID_clean,[Co],Cc1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccc(cc1)C)C=C3)[N]2,ERROR
KOZSOJ_clean,[Co],Cc1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccc(cc1)C)C=C3)[N]2,ERROR
KPACCE10_clean,[Ce];[K];[K]1O[K]O1,[O-]C(=O)[C];[O-][C]=O;[O][C][O],ERROR
KUBQAA_charged,[Cu],c1ccc(cc1)P(c1ccccc1)C#CP(c1ccccc1)c1ccccc1;n1ccc(cc1)c1ccncc1,ERROR
KUCDES_clean,,,NA
KUCDIW_clean,[Cu],Cc1ncn(c1)[B](n1cnc(c1)C)(n1cnc(c1)C)n1cnc(c1)C,rho
KUDLUR_clean,[Cu];[Dy],[O-]C(=O)CNCC(=O)[O-],UNKNOWN
